,Final_text,rating_class
979,advance uft twelve test engineer cookbook Meir_Bar-Tal Jonathon_Lee_Wright,2
980,modern web test testcafe get grip endtoend web test testcafe javascript Dmytro_Shpakovskyi,4
981,salesforce crm definitive admin handbook definitive admin handbook second edition salesforce crm webbased customer relationship service administrators level ea Paul_Goodey,3
982,data science market analytics achieve market goals data analytics power python Tommy_Blanchard Debasish_Behera,4
983,master unity script learn advance c tip techniques make professionalgrade game unity Alan_Thorn,4
984,master computer vision tensorflow 2x build advance computer vision applications use machine learn deep learn techniques Krishnendu_Kar,4
985,master android ndk Sergey_Kosarevsky Viktor_Latypov,5
986,master metasploit exploit systems cover track bypass security control metasploit fifty framework 4th edition Nipun_Jaswal,4
987,azure cloud native architecture mapbook explore microsoft cloud infrastructure application data security architecture Stephane_Eyskens Ed_Price,5
988,apache camel developer cookbook solve common integration task one hundred easily accessible apache camel recipes Scott_Cranton Jakub_Korab,4
989,odoo fourteen development cookbook rapidly build customize manage secure efficient business apps use odoo latest feature 4th edition Parth_Gajjar Alexandre_Fayolle,4
990,troubleshoot citrix xenapp Dragos_Madarasan Suraj_Patil,5
991,handson microsoft team practical guide enhance enterprise collaboration microsoft team office three hundred and sixty-five João_Ferreira,4
992,master reinforcement learn python build nextgeneration selflearning model use reinforcement learn techniques best practice Enes_Bilgin,4
993,python project kid Jessica_Ingrassellino,4
994,mobile application penetration test Vijay_Kumar_Velu,3
995,python three object orient program feel itaos time learn objectoriented program techniques perfect book harness power oop python Dusty_Phillips,4
996,learn vulkan get introduce next generation graphics apivulkan Parminder_Singh,3
997,handson javascript high performance build faster web apps use nodejs sveltejs webassembly Justin_Scherer,4
998,java eleven cookbook definitive guide learn key concepts modern application development 2nd edition Nick_Samoylov Mohamed_Sanaulla,5
999,handson geospatial analysis r qgis beginner guide manipulate manage analyze spatial data use r qgis three hundred and twenty-two Shammunul_Islam,4
1000,unity virtual reality project learn virtual reality develop ten engage project unity two thousand and eighteen 2nd edition Jonathan_Linowes,4
1001,learn vmware nsx Ranjit_Singh_Thakurratan,3
1002,photographic render vray sketchup turn 3d model photographic realism superb guide sketchup users side photographic render use vray Brian_Bradley,4
1003,lua quick start guide easiest way learn lua program Gabor_Szauer,4
1004,kivy blueprint Mark_Vasilkov,4
1005,kivy interactive applications python Roberto_Ulloa,4
1006,3d print design fun functional project Joe_Larson,2
1007,frank kane tame big data apache spark python realworld examples help analyze large datasets apache spark Frank_Kane,4
1008,unreal engine 4x script c cookbook develop quality game components solve script problems power c ue4 2nd edition John_P._Doran William_Sherif,4
1009,master c program modern c seventeen fingertips Jeganathan_Swaminathan,4
1010,java deep learn essentials unlock next generation predictive power Yusuke_Sugomori,4
1011,practical c program solutions modern c developers create efficient wellstructured program B._M._Harwani,4
1012,learn web development bootstrap angularjs Stephen_Radford,3
1013,angular eight enterpriseready web applications build deliver productiongrade evergreen angular apps cloudscale Doguhan_Uluca,4
1014,spring fifty project build seven web development project spring mvc angular six jhipster webflux spring boot two Nilang_Patel,4
1015,functional kotlin extend oop skills implement functional techniques kotlin arrow Mario_Arias Rivu_Chakraborty,4
1016,handson design pattern kotlin build scalable applications use traditional reactive concurrent design pattern kotlin Alexey_Soshin,4
1017,go program blueprint second edition build realworld productionready solutions go use cuttingedge technology techniques Mat_Ryer,4
1018,learn qt five build modern responsive crossplatform desktop applications qt c qml Nicholas_Sherriff,4
1019,practical ux design foundational yet practical approach ux deliver creative collaborative holistic mature design solutions regardless background experience Scott_Faranello,4
1020,spark cookbook Rishi_Yadav,4
1021,freeswitch cookbook Anthony_Minessale,5
1022,learn webassembly build web applications native performance use wasm cc Mike_Rourke,4
1023,katzen wirklich mogen und nicht kater samy packt aus German_Edition,5
1024,professional cloud architect google cloud certification guide handy guide design develop manage enterprisegrade gcp cloud solutions Konrad_Cłapa Brian_Gerrard,4
1025,web service test soapui Charitha_Kankanamge,3
1026,swift protocoloriented program increase productivity build faster applications swift five 4th edition Jon_Hoffman,4
1027,java ee eight development eclipse develop test troubleshoot java enterprise applications rapidly eclipse 3rd edition Ram_Kulkarni,4
1028,servicenow application development transform way build apps enterprises Sagar_Gupta,4
1029,middleware management oracle enterprise manager grid control 10g r5 Debu_Panda,3
1030,deep learn pytorch lightning swiftly build highperformance artificial intelligence ai model use python Kunal_Sawarkar,5
1031,python gui program complete reference guide develop responsive powerful gui applications pyqt tkinter Alan_D._Moore B._M._Harwani,4
1032,c seven net core modern crossplatform development create powerful crossplatform applications use c seven net core visual studio two thousand and seventeen visual studio code Mark_J._Price,4
1033,software architecture pattern serverless systems architecting innovation events autonomous service micro frontends John_Gilbert Ed_Price,5
1034,essential pyspark scalable data analytics beginner guide harness power ease pyspark three Sreeram_Nudurupati,4
1035,c data structure algorithms learn write efficient code build scalable robust applications c Wisnu_Anggoro,4
1036,master opencv four comprehensive guide build computer vision image process applications c 3rd edition Roy_Shilkrot David_Millán_Escrivá,4
1037,master active directory design deploy protect active directory domain service windows server two thousand and twenty-two 3rd edition Dishan_Francis,5
1038,learn apache spark two Muhammad_Asif_Abbasi,4
1039,devops culture practice openshift deliver continuous business value people process technology Tim_Beattie Mike_Hepburn,4
1040,wireframing essentials Matthew_J._Hamm,4
1041,master unity 2d game development Simon_Jackson,4
1042,learn postgresql eleven beginner guide build highperformance postgresql database solutions 3rd edition Salahaldin_Juba Andrey_Volkov,4
1043,odoo twelve development essentials fasttrack odoo development skills build powerful business applications 4th edition Daniel_Reis,4
1044,microsoft dynamics ax two thousand and twelve r3 financial management Mohamed_Aamer,4
1045,learn scikitlearn machine learn python Raul_Garreta Guillermo_Moncecchi,4
1046,qlikview developers cookbook Stephen_Redmond,4
1047,web application development r use shiny Chris_Beeley,4
1048,web penetration test kali linux Joseph_Muniz Aamir_Lakhani,4
1049,master social media mine python unearth deeper insight social media data advance python techniques acquisition analysis Marco_Bonzanini,5
1050,api test development postman practical guide create test manage apis automate software test Dave_Westerveld,4
1051,infinispan data grid platform definitive guide Wagner_Roberto_dosSantos,5
1052,practical cybersecurity architecture guide create implement robust design cybersecurity architects Ed_Moyle Diana_Kelley,4
1053,build enterprise javascript applications learn build deploy robust javascript applications use cucumber mocha jenkins docker kubernetes Daniel_Li,5
1054,final cut pro efficient edit stepbystep guide smart video edit fcp one hundred and six Iain_Anderson,5
1055,build lowcode applications mendix discover best practice expert techniques simplify enterprise web development Bryan_Kenneweg Imran_Kasam,3
1056,python arcgis pro automate cartography data analysis use arcpy arcgis api python pandas Silas_Toms William_Parker,4
1057,cybersecurity beginner guide comprehensive guide get start cybersecurity Dr._Erdal_Ozkaya,4
1058,python machine learn example implement machine learn algorithms techniques build intelligent systems 2nd edition Yuxi_(Hayden)_Liu,4
1059,handson data preprocessing python learn effectively prepare data successful data analytics Roy_Jafari,5
1060,artificial intelligence infrastructure workshop build highly scalable robust data storage systems support variety cuttingedge ai applications Chinmay_Arankalle Gareth_Dwyer,5
1061,azure serverless compute cookbook build monitor azure applications host serverless architecture use azure function 3rd edition Praveen_Kumar_Sreeram,4
1062,tkinter gui application development blueprint master gui program tkinter design implement deliver ten realworld applications Bhaskar_Chaudhary,4
1063,master svg ace web animations visualizations vector graphics html css javascript Rob_Larsen,4
1064,tkinter gui application development blueprint build nine project work widgets geometry management event handle 2nd edition Bhaskar_Chaudhary,4
1065,data science algorithms week top seven algorithms scientific compute data analysis machine learn 2nd edition Dávid_Natingga,4
1066,implement microsoft dynamics three hundred and sixty-five customer engagement configure customize extend dynamics three hundred and sixty-five ce order create effective crm solutions Mahender_Pal,4
1067,artificial intelligence robotics build intelligent robots perform human task use ai techniques Francis_X._Govers,4
1068,simplify test react test library create maintainable test use rtl break change Scottie_Crump,3
1069,handson python deep learn web integrate neural network architectures build smart web apps flask django tensorflow Anubhav_Singh Sayak_Paul,5
1070,r deep learn essentials stepbystep guide build deep learn model use tensorflow keras mxnet 2nd edition Mark_Hodnett Joshua_F._Wiley,4
1071,master git Jakub_Narebski,4
1072,machine learn opencv intelligent image process python Michael_Beyeler,4
1073,domaindriven design php highly practical guide Carlos_Buenosvinos Christian_Soronellas,4
1074,handson enterprise application development python design dataintensive application python three Saurabh_Badhwar,4
1075,master windows presentation foundation master art build modern desktop applications windows Sheridan_Yuen,4
1076,get start python internet things leverage full potential python prototype build iot project use raspberry pi Tim_Cox Dr._Steven_Lawrence_Fernandes,5
