book_name,book_reviewer_name,book_reviewer_rating,book_reviewer_title,book_reviewer_info,book_reviewer_reviewText
"Learn Python Programming: An in-depth introduction to the fundamentals of Python, 3rd Edition",Maliik M,4.0 out of 5 stars,Probably best for intermediate learners. Good content overall!,Reviewed in the United States on 23 August 2022,"I get the feeling that the authors of this book really, REALLY, love Python. That’s great, because their passion for the language comes through very clearly in their writing and explanation of the language and it’s features. Almost every chapter so far (I have read through chapter 8) includes some kind of Easter egg, or a very niche tip that could only be known by someone who knows the language well, so I appreciate those little details. What I don’t appreciate as much about this book is the headiness in the explanation of some of pythons core features that are often too brief to break down a topic with enough technical detail that you don’t need to turn to outside resources for more explanation. Perhaps one of the things I like the least about this book is that I am constantly being told to read the official Python documentation for explanation about topics that I assumed would have been included in the book. I don’t hold that against the authors though, because I know there’s a lot to cover and to include everything there is to know about Python would probably span multiple books. Still though, I would have preferred that some of the more basic topics where the book defers to the documentation in favor of itself would have been included and the more advanced topics had been left out instead.
With that said, so far, the biggest challenge getting through this book as a beginner has been keeping myself motivated when the reading makes such drastic shifts from difficult but approachable topics, to suddenly very dense and mathematical concepts. Because of that, this may not be the best book for an absolute beginner to read when they have no prior computer science or programming experience. I feel like I was only able to follow along because this is not my first attempt at learning a programming language and I have held onto a lot of the core principles of programming that are shared between languages like JavaScript and Python.
I think if you plan to use this book as your introduction to the Python programming language, and to programming in general, you probably need to look elsewhere to prime yourself on topics like types, variables, logical operators, and control flow before jumping in here. Those are easy to understand topics, but learning of them through this book could be inhibited by the sudden introduction of more complex topics. For example, in Chapter 2, the text goes from explaining what objects are in Python and how they are represented to a section devoted to modular exponentiation and modular multiplicative inverses and brief explanation of some other advanced topics. I have no problem with those additions to the book, but maybe not so early on, especially for the sake of not overloading beginners with such heavy information.
What I do like about the book is that, although brief on some more basic topics, and overly verbose on topics that I would consider too complex for this book, where the authors really do shine is in their detailed explanation of the core features of Python. Everything up until chapter 4 is fairly standard programming stuff with features unique to Python scattered throughout, but boy do they really go in depth about those unique features when they do come up. Chapter 5 for example is all about Comprehensions and Generators, and you’ll be practically begging for the end of the chapter to come by the time you’re halfway through the reading. Explanations on that topic, and topics like data types, functions and Python’s unique flavor of implementation go in fairly deep and you won’t leave those chapters feeling empty handed. I definitely think in that aspect, the book shines and gives you a great idea of where you might want to potentially focus your efforts when it comes to even more in depth and technical learning.
One minor pitfall about this book is that as recent as it is, it is somewhat outdated. Probably the most glaring piece of old information comes in Chapter 3, which is a very solid chapter, however the info regarding the lack of a switch case statement, which was added in Python 3.10, is incorrect. Of course this book was written for Python 3.9 so there are bound to be some minor inaccuracies here and there.
Some other nitpicks I have is that I found quite a few grammatical errors and even some issues between the code examples and what was being referenced in the text. Most of these issues were limited to Chapter 1, however I still have several more chapters to read through so I can’t speak to the whole book regarding grammar. Sometimes, the authors will use terminology that isn’t necessarily explained in the text. For example, when the book introduces functions, they reference the “caller” without really explaining what the caller is or means, and that issue arises from time to time where you might need to Google some terminology nal every now and then as you read to get caught up again. Another personal dislike is related to the author’s devotion to Pythonic and ‘elegant’ implementation of code. I don’t mind reminders here and there about good formatting, and my goodness do they hit you over the head with that PEP 8 formatting reference, but I have felt at times that there was more focus on “this type of code being better because it’s more elegant” than a true explanation of what the pros and cons of choosing between a more or less “Pythonic” approach to implementing a feature.
I went ahead and purchased the “Python Workout” book to put what I’ve learned here into practice. To that end, there are tons of code examples for you to work through ough, however most of them don’t train you to solve any real technical problems beyond providing a superficial example of what the implementation of a new topic might look like. Still though, they code examples are solid and you should work through them as you read. Just know that you’ll want to use another resource for real practice.
Overall, this is a good book for learning Python, but I would be hesitant to say it’s a great book to learn the core principles of programming AND Python. Ironically, I bought this book because I felt Meta’s 2022 backend developer course on Coursera did not go far enough explaining Python programming and it’s features in depth. Since reading this book, I feel I have a much better grasp of the concepts I’ve been learning about and feel much more prepared to start working with a framework like Django. The book past Chapter 8 covers some more advanced topics that I’m not really sure I want to focus on right now, things like APIs and GUIs, so I’m not sure if I’ll cover that part of the book anytime soon. I don’t really feel like that information is as relevant to a beginner like me, so I may come back to the book and revisit those chapters (9 - 15) in a few weeks once I get the core concepts under my belt.
Fairly satisfied with this book and happy with/grateful for the foundation that’s it’s helped me lay so far!"
"Learn Python Programming: An in-depth introduction to the fundamentals of Python, 3rd Edition",Areohbe,5.0 out of 5 stars,Great if you have some prior computer science knowledge and math skills,Reviewed in the United States on 18 April 2022,"This book is great! Not the most thorough but covers all the bases none the less. As the description states it is preferable to have some experience with computer science. I think anyone could pick up think book and learn SOME python. However, there are some parts that someone with no knowledge will likely struggle and will need outside support."
"Learning Tableau 2022 - Fifth Edition: Create effective data visualizations, build interactive visual analytics, and improve your data storytelling capabilities",Ummer Siddique,5.0 out of 5 stars,Great book!,Reviewed in the United States on 2 September 2022,"I was little hesitant in buying Packt books as it seems like majority of their reviews are not verified purchases. However, I decided to give this book a try as I was looking for a book on Tableau 2022 and this was the most recent book on Tableau released so far. Just finished the first chapter, this book is very helpful and well written so far. I might add more to his review later once I am done with the whole book."
Workflow Automation with Microsoft Power Automate -: Use business process automation to achieve digital transformation with minimal code,,,,,
"Artificial Intelligence By Example: Acquire advanced AI, machine learning, and deep learning design skills, 2nd Edition",Tamzid Bhuiyan,5.0 out of 5 stars,easy to understand,Reviewed in the United Kingdom on 19 May 2021,"information are helpful , good for students"
"Artificial Intelligence By Example: Acquire advanced AI, machine learning, and deep learning design skills, 2nd Edition",Ramses,5.0 out of 5 stars,Great Book,Reviewed in Australia on 26 May 2022,Very thorough book and well written.
"Artificial Intelligence By Example: Acquire advanced AI, machine learning, and deep learning design skills, 2nd Edition",michael mejia,5.0 out of 5 stars,Helps bridge many gaps other books fall short of doing,Reviewed in the United States on 21 March 2020,"Too many books are only math oriented and miss the implementation of using such algorithms in programming languages. Other books focus on programming the concepts but don't go in depth on the math behind it. From start to finish this book gives you both worlds. No longer do i have this black mystery box mentality of implementing an algorithm(using a library) knowing how to use it but have no idea how it works behind the scenes. This book combines a mathematician, developer, and has Business logic. I Would highly recommend this book."
"Mastering Tableau 2021: Implement advanced business intelligence techniques and analytics with Tableau, 3rd Edition",paresh,5.0 out of 5 stars,Nice book but page quality not upto the price,Reviewed in India on 13 December 2021,"This book a informative but for 2000 rs I guess it does not deserve the price based on page quality.
If you have kindle get the Kindle version"
"Mastering Tableau 2021: Implement advanced business intelligence techniques and analytics with Tableau, 3rd Edition",Chandra Prakash,4.0 out of 5 stars,A weapon must to have in arsenal,Reviewed in India on 1 July 2021,"This is well balanced book which covers every inch of what one should know with practical approach, this make it stand unique among others. Being as a tableau professional, I recommend this book to all who want to get their hands dirty and make most out of it!
Great composition authors! Thanks for bringing such a great book!!"
"Mastering Tableau 2021: Implement advanced business intelligence techniques and analytics with Tableau, 3rd Edition",mohan shenoy,4.0 out of 5 stars,Definetely an asset in a professional's book collection !,Reviewed in India on 1 July 2021,"I think its a well balanced book covering from basics to advanced topics in Tableau.
The mix of explanation of fundementals and linking to practical steps is something that I found interesting in the book. Definetely an asset in a professional's book collection !
Advaned topics from Ch#9, a must read to understand and impliment Tableau's mapping capabilities
The Chapters which I liked the post is #2 , #3 & #5 the focus more on understanding the Data and how to use prep builder to prepp the data helping to build effective visuals and working on table calculations.
Aspiring Data scientists, dont miss the Ch#12, discussion on Advanced Analytics
Sample dataset is shared on github repository
I am keeping 1 star with me waiting to see 2022 copy !"
"Mastering Tableau 2021: Implement advanced business intelligence techniques and analytics with Tableau, 3rd Edition",Devanshu,5.0 out of 5 stars,Great book for new person who wants to learn from scratch,Reviewed in India on 30 June 2021,The book has covered with all the basics. I love the Book as it take you towards the more practical approach and is not only based on theory only. I will be recommending this book to all at whatever level you are you must have this book and believe me you will learn something new from this for sure.
"Mastering Tableau 2021: Implement advanced business intelligence techniques and analytics with Tableau, 3rd Edition",Aditya Pant,5.0 out of 5 stars,A Complete Package for Data Visualization Practitioners,Reviewed in India on 1 July 2021,"This book is indeed the best one when it comes to introducing the concepts of visual analytics with rich user experiences and dynamic dashboards with advanced BI techniques. By the end of this book, I feel confident in building my skill-set by implementing the powerful features pertaining to Tableau 2021."
"Mastering Tableau 2021: Implement advanced business intelligence techniques and analytics with Tableau, 3rd Edition",Kriti,5.0 out of 5 stars,The best Guide for Tableau,Reviewed in India on 1 July 2021,"I started this book and I am very happy with the contents of this book. Every chapter is explained in a very detailed and very interactive way. There are visuals as to how to proceed with whatever topic we are learning.
A great way to learn and easy to follow."
"Mastering Tableau 2021: Implement advanced business intelligence techniques and analytics with Tableau, 3rd Edition",Rahul pant,5.0 out of 5 stars,Great Book to Earn Knowledge on Visualization,Reviewed in India on 26 June 2021,The book is well written and brings out insights into the tableau well!!!! A must read for all who are looking towards mastering tableau. Book has been well structured to bring about contents and provides step by step instructions on learning different mechanisms involved towards visualization techniques!!!!
"Mastering Tableau 2021: Implement advanced business intelligence techniques and analytics with Tableau, 3rd Edition",Amazon Customer,3.0 out of 5 stars,Riddled with errors...so far.. but fixed,Reviewed in the United Kingdom on 26 October 2021,"Update: Excellent support from Publisher who has fixed the online Tableau and will update text for next edition. Upgraded to 3 star for now. Will revisit once book finished.
I'm currently working through this book and have completed chapter 1. I'm seriously doubting continuing with further chapters due to fundamental issues with some of the material.
1. Page 37 the material uses a work alongside example to use a Measure called Quantity. The measure called Quantity does not exist.
2. Page 9, it advises to navigate to the Nested Sorting tab. Unfortunately this tab doesnt exist.
To find two huge glaring errors in the first ten or so worked examples in what is a recap chapter of basic Tableau concepts is disconcerting on a THIRD edition of a book, and makes me doubt whether it is worth continuing with the rest of the book.
I may continue and if I get to the end and not find any further issues I may revisit this review."
"Mastering Tableau 2021: Implement advanced business intelligence techniques and analytics with Tableau, 3rd Edition",mjtossell,5.0 out of 5 stars,Fabulous and fascinating Tableau resource,Reviewed in Australia on 5 February 2022,"This is my first Packt purchase and I am extremely pleased. The authors have done a great job in writing a technical manual that is easy to understand and apply, and I love the exercises."
"Mastering Tableau 2021: Implement advanced business intelligence techniques and analytics with Tableau, 3rd Edition",bennetthk,5.0 out of 5 stars,"A great toolset, an even better skillset",Reviewed in Australia on 20 November 2021,"I learn best by doing. Tableau is a tool - and over time popular tools will change. However, skills retain their usefulness. Aside from learning the Tableau toolset, the other reason I am interested in this book is to sharpen skills key to data science - coding, math and stats. For me, this is a practical approach - the book has loads of example solutions that I can refer to whilst problem solving."
"Mastering Tableau 2021: Implement advanced business intelligence techniques and analytics with Tableau, 3rd Edition",Julius Giron,5.0 out of 5 stars,Expert level business intelligence and visualization!,Reviewed in the United States on 26 August 2021,"If you are looking to up your analysis and visualization game using Tableau, this is the book for you! As a business analytics professional, I look for books that can distill complex subjects in a way that everyone can benefit from. This book does that. This book not only covers the essential functions of Tableau Software, but it also discusses advanced functionalities like expert-level examples to help with visual design, time series analysis, and geo-spatial analysis and connecting Tableau to Python and R.
Tableau is becoming more robust and flexible, allowing you now to connect Amazon Web Services (AWS)' SageMaker machine learning models to Tableau workbooks, continuing its evolution to being a complete data science platform. To better leverage Tableau, read the book."
"Mastering Tableau 2021: Implement advanced business intelligence techniques and analytics with Tableau, 3rd Edition",Native Commissioner,3.0 out of 5 stars,Kindle version: Navigation and Table of Contents not numbered meaningfully,Reviewed in the United States on 27 March 2022,"It's difficult to see which chapter you are reading, which also makes narrowing down a search to relevant content unnecessarily convoluted. All they had to do was number the chapters visibly on the navigation. Readers are not necessarily always trying to read the entire book in sequence, publisher should make navigation efficient. Otherwise it's a pretty good intro book, but yikes you waste a lot of time just trying to narrow down a search to relevant content."
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,gg,4.0 out of 5 stars,good book to understand on all areas of Power BI,Reviewed in India on 20 November 2018,book gives very good scenario's on all areas of power BI. But the examples and scenarios are not completely re producible with code samples. otherwise in overall the book is good.
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,Rokkyy,4.0 out of 5 stars,For beginners..?,Reviewed in India on 6 July 2019,is this book for beginners..?
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,A G.,1.0 out of 5 stars,Very poorly written and difficult to follow,Reviewed in the United Kingdom on 3 June 2019,"Looking at the Table of Contents this appears to be a comprehensive book to help with the setting up and administering of Microsoft PowerBI. However, The content itself is very difficult to follow and key explanations of 'why' are missing. It fails to explain why one technique would be better used than another. X does this, Y does that, but not which to use and when.
It also bounces around with Chapter 1 referencing Chapter 2, Chapter 3 and Chapter 4. This makes it even harder to understand.
Terms are constantly introduced with no explanation, to be frank its more lite a novel than an educational or instructive book."
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,Gerry,1.0 out of 5 stars,Terrible!,Reviewed in the United Kingdom on 13 January 2019,This book might have some good content but I think its terrible because you cannot follow the examples given. This is because the actual database used to create all the examples shown is a modified version of the Adventure Works DW. I see no reason why this not provided in the code files. Its fine if you just want to read it as a novel but i prefer to get my hands dirty.
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,Richard Walker,5.0 out of 5 stars,Very useful for developing integrated knowledge and MS technologies contained around PowerBI.,Reviewed in the United Kingdom on 30 January 2019,I have found this to be a thorough and extremely useful tool to plan the development and scaling of internal and external solutions for PowerBI and Azure AD B2B. This is a great add on to other books written by the likes of Ferrari and Russo.
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,Bob,5.0 out of 5 stars,Amazing content,Reviewed in Australia on 3 August 2021,I have read many power BI book but this one could lead me through better understanding of practical aspects and projects.
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,Tien Nguyen,1.0 out of 5 stars,The book is not in good condition,Reviewed in Germany on 20 December 2021,I just received the book and it is already broken. So disappointed!!!
Apache Spark Quick Start Guide: Quickly learn the art of writing efficient big data applications with Apache Spark,Ulysses,3.0 out of 5 stars,"some useful material, but sloppy writing and editing",Reviewed in the United States on 2 May 2019,"I basically got what I wanted, which was a quick overview, with an intro to key concepts. Also some of the details addressed questions I had. I scouted a bunch of other books first, and it was the table-of-contents that sold me on this one.
The problem is that this feels like a first draft that nobody bothered to read through. I doubt that it's an exaggeration to say that the average page has a dozen glaring syntax problems that could easily have been fixed. The figures are often poorly labelled, or even poorly conceived. There are extra or missing words. It might be that I actually learned a little more than I would have otherwise, because at a few places I had to decipher some garbled text to work out what the authors must have meant, whereas cleaned-up text might've gone in one ear and out the other.
The concepts are accessible. The scope seems thorough, for a quick introduction. It's not so bad that you can't breeze your way through it, but it feels like a hasty job slapped into print without any supervision."
"Software Architecture with Python: Design and architect highly scalable, robust, clean, and high performance applications in Python",Bhuvneshwar Chouksey,5.0 out of 5 stars,Must Read for Intermediate Developer,Reviewed in India on 6 November 2018,#DeepThought#Coding Skills#Lib Overriding#Giving Confidence to create your own module using existing available functionality with extra features#For R&D Guys #Maturity is very HIGH#Papar Quality Ultimate#All d Best guys for creating better Future.
"Software Architecture with Python: Design and architect highly scalable, robust, clean, and high performance applications in Python",kracekumar,4.0 out of 5 stars,Intersection of Python and Software Engineering loaded with content,Reviewed in India on 9 May 2017,"The book Software Architecture with Python explains various aspects of software architecture like testability, performance, scaling, concurrency and design patterns.
The book has ten chapters. The first chapter speaks about different architect roles like solution architect, enterprise architect, technical architect what is the role of an architect and difference between design and architecture. This chapter is theory but worth to know the differences as a software developer.
The book covers two lesser spoken topics debugging and code security which I liked. There is very few literature available on debugging. The author has provided real use cases of different debugging tips and tools for Python without picking sides. The book has some good examples on overflow errors in Python.
My favorite chapter in the book is 'Writing Applications that scale'. The author explains all the available concurrency primitives like threading, multiprocess, eventlet, twisted, gevent, asyncio, queues, semaphore, locking etc . The author doesn't stop by explaining how to use them but paves the path to figuring out how to profile the code, find out where the bottleneck lies and when to use which concurrency primitives. This chapter is the longest in the book and deluged with examples and insights. The author's approach of using `time` command to measure the performance rather than sticking with wall-clock time gives the developer understanding of where programming is spending most of the time.
The book covers vital details on implementing Python Design Patterns and how Python's dynamic nature brings joy while creating the creational, structural and design pattern. The showcased examples teach how Python metaclass works and it's simplicity.
The book is indeed a long read and solid one in size and content. Having said that book is pretty hands on and loaded with trivial and non-trivial examples. I won't be surprised if half the book covers the code snippets. The author hasn't shied away from skipping code snippets while explaining any concept. The book introduces a plethora of tools for developing software, and at the same time references required literature and resources."
"Software Architecture with Python: Design and architect highly scalable, robust, clean, and high performance applications in Python",sh,3.0 out of 5 stars,"Easy to read, too many typos",Reviewed in the United States on 4 April 2018,"This book is easy to read and understand, as long as you have an understanding of Python. The example code illustrates the point the author is trying to convey. The main problem, and the reason I deducted 2 stars, is there are a lot of typos. Every 2 or 3 pages, has some sort of typo. There are also some bugs in the code examples (i.e. setting a variable with a value, and then referencing the value instead of the variable name). There is even at least one code example where all of the code is left-justified, so it makes the code technically incorrect without any indentation."
"Software Architecture with Python: Design and architect highly scalable, robust, clean, and high performance applications in Python",Paul Hoffman,3.0 out of 5 stars,Not as much here as one would hope for a book this expensive,Reviewed in the United States on 1 July 2017,"The book is a bit light on usable Python content. It feels like the book started off as ""Software Architecture"" and then the author plugged in Python at the end.
If you're used to well-produced books, this one might set your teeth on edge. The book could use a much better copyedit than what it got, the artwork is amateurish, and the page layout looks like it was chosen to make the book longer."
"Software Architecture with Python: Design and architect highly scalable, robust, clean, and high performance applications in Python",Brian Haney,1.0 out of 5 stars,One Star,Reviewed in the United States on 21 March 2018,Really didn’t help me learn how to design software.
Learn SQL Database Programming: Query and manipulate databases from popular relational database servers using SQL,Just Some Guy,3.0 out of 5 stars,"Should be called ""Intro to Using MySQL Workbench""",Reviewed in the United Kingdom on 15 January 2022,"This isn't a bad book - it's actually pretty good. It's just not what the title claims. This book is good a good buy for 1 of these 2 use cases:
1) You're brand new to using a real database (Excel and Access don't count), and you want a high-level introduction to using MySQL and writing SQL queries, etc.
2) You're quite good with SQL and databases already, and you just want a reference on your desk you can flip open to check the syntax on part of your query, or similar reference-type needs.
Besides that, I think this book is a miss. It's covers a lot of ground, but it moves really fast, and barely anything goes into much depth. As a result, if you're new to SQL then you won't actually *learn* much here (there are too few examples, and they never go into much depth) – but if you're a pro this is all pretty obvious, so you won't learn anything new.
My main other complaint about this book is that for a book with ""Programming"" in the title, it barely meets that standard at all. Besides a quick pass on functions and stored procedures (which do involve programming via SQL), almost everything this book does is via the MySQL Workbench tool. Now, that's great if learning Workbench is your goal - but if you want to manage your database via APIs, or do anything programmatic whatsoever (via a language like Python, Java, etc.), this book has ZERO on ANY of that. The work ""Programming"" has no place in the title of this book.
Two other minor complaints:
1) There are some sloppy typos and technical errors that should have been caught by the editors - and that happened a couple times too many for me to ignore.
2) The book really feels like the author was trying to pad the page count. There are a TON of screenshots (again, mostly of MySQL Workbench). While I usually like those, for reference, they were larger and more frequent than necessary. There are also pages of content that get very repetitive - like, the author would often repeat the same exact paragraph multiple times when explaining a list of things that were mostly the same, but had only slight differences. (for example, a full paragraph explaining an example with a logical TRUE/IN/= use case, and then the exact same paragraph repeated again but with just a couple words changed to explain the respective FALSE/NOT IN/!= use case). Pages of text could have been saved by using a more compact writing approach.
All that said, this is a pretty good book for the 2 needs I mentioned at the top of this review. If that's you, buy it and make the most of it. But anyone wanting to really learn how to ""program SQL"" will need to read a few other books, too. Now you know."
Learn SQL Database Programming: Query and manipulate databases from popular relational database servers using SQL,Pseudonym,2.0 out of 5 stars,Gibt vermutlich bessere Bücher zu dem Thema,Reviewed in Germany on 25 July 2021,"Nachdem ich von einem anderen Buch des Packt-Verlag (C#9 and .net5 modern cross-platform development) echt angetan war, habe ich mir dieses Buch gekauft. Leider muss ich sagen, dass dieses Buch ein Ärgernis ist.
Ich bin gerade mal auf S.115 und schon über so viele Fehler gestolpert, dass es mir echt vorm Rest des Buches graust.
Ein paar Beispiele: S.18 ""the primary keys ensures that all values in a column are not null and UNIQUE..."" Auf S.29 wird dann anhand einer Tabelle behauptet, dass die Kombination aus playerID and teamID einen Primary key ergeben. In Zeile 2 dieser Tabelle steht: abreubo01 (als playerID) und PHI (als teamID), in Zeile 3 steht das selbe. Man müsste die yearID noch mit dazu nehmen, um einen primary key zu erhalten, was auf S.17 auch schon mal festgestellt wurde.
Auf S.114 im Abschnitt many-to-many table relationships wird im Text dann fälschlicherweise von einer one-to-many geschrieben.
Dazu kommt noch, dass die Seiten teilweise wirklich mit belanglosen Informationen zugemüllt wurden. Die Autorin hat sich entschieden MySQL zu benutzen, dann möchte ich nicht auf jeder Seite zu Datentypen lesen, wie sich das von anderen Datenbanksystemen unterscheidet, dass kann man einmal als Info erwähnen und in einem Anhang kompakt auflisten. Dann ist das Kapital halt nur 10 statt 20 Seiten lang.
Hingegen wird man im Kapitel 2 aufgefordert eine Datenbank von GitHub runterzuladen, wo man eventuell anhand eines Screenshots oder erläuterten Text erklären könnte, wie das funktioniert (Google hilft weiter).
Das alles ist kein Beinbruch und man kann sich sicherlich auch anhand dieses Buches einen Zugang zu SQL erarbeiten, aber es gibt keinen Grund dieses Buch zu nutzen, da es ziemlich sicher bessere gibt."
Learn SQL Database Programming: Query and manipulate databases from popular relational database servers using SQL,Bladwell Martinez Costas,5.0 out of 5 stars,Estupendo articulo,Reviewed in the United States on 6 June 2022,Me agrado mucho este articulo.
The The Java Workshop: Learn object-oriented programming and kickstart your career in software development,Book lover,1.0 out of 5 stars,Not what was expected... Poor,Reviewed in India on 17 June 2020,Not what was expected... Poor
The The Java Workshop: Learn object-oriented programming and kickstart your career in software development,Robert,3.0 out of 5 stars,Poor layout,Reviewed in the United Kingdom on 17 August 2021,The code you need to enter from this book is written in a strange font which makes it very hard to read. It's also difficult to find a way to access the online materials
The The Java Workshop: Learn object-oriented programming and kickstart your career in software development,PeaceBee,3.0 out of 5 stars,Starts strong then gets weak,Reviewed in the United States on 4 November 2021,"I liked the book at lot in how it is structured, number of hands on examples and the good pace at which it proceeds. However, halfway through the book (starting with the Sockets,Files, and Streams chapter) the authors start cutting corners (likely because book got too bulky). They now no longer showcase complete or relevant code and instead one has to constantly jump to one’s laptop to look through the code, which is inconvenient and inefficient. In some cases, the code is even hard to find."
The The Java Workshop: Learn object-oriented programming and kickstart your career in software development,J,2.0 out of 5 stars,not for newbies,Reviewed in the United States on 11 August 2020,"The end of the first chapter of this book provides an activity for the reader to do on their computer, but people who haven't programmed before won't be able to successfully complete the activity. It requires knowledge that hasn't been imparted. And, while I'm only at the beginning of chapter two, I've already encountered other questions about what the book is explaining.
There is an interactive course that comes with the book, and the course has videos, but what is being done in the video doesn't always match the book's exercises."
The The Java Workshop: Learn object-oriented programming and kickstart your career in software development,Kate,4.0 out of 5 stars,Great book,Reviewed in the United States on 21 February 2021,"Purchased for my high schooler who has a keen interest in programming and computer science. He has just devoured this book, and his programming teacher was impressed with it as well!"
The The Java Workshop: Learn object-oriented programming and kickstart your career in software development,SRIPATHY,5.0 out of 5 stars,GOOD BOOK FOR SELF STUDY JAVA FOR BEGINNERS.,Reviewed in the United States on 1 June 2020,HANDS ON APPROACH. NICE BOOK FOR BEGINNERS. FAST SHIPPING & DELIVERY.
"C++ High Performance: Master the art of optimizing the functioning of your C++ code, 2nd Edition",Biscuit brain,4.0 out of 5 stars,"Good book, poor format",Reviewed in the United Kingdom on 7 January 2022,"This is a good book for new Cpp developers. If I was learning again I’d put it second on my list, after Cpp Primer Lipman. However the kindle formatting is not ideal, and the publisher has it in pdf, epub and kindle formats for less money. So 1/5 for the purchase, but 4/5 for the actual book."
"C++ High Performance: Master the art of optimizing the functioning of your C++ code, 2nd Edition",Nil,5.0 out of 5 stars,Very practical and good read,Reviewed in the United Kingdom on 11 July 2021,"Well written, practical examples, few repetitions and to the point. I have enjoyed the writing style, it is easy to understand and adapt to your own needs."
"C++ High Performance: Master the art of optimizing the functioning of your C++ code, 2nd Edition",Pedro,4.0 out of 5 stars,A book on modern C++ that covers many performance-related topics,Reviewed in Italy on 7 May 2022,"The book is well written, easy to read, and full of code snippets that help understand its content. It covers many topics: the first half is about essential modern C++ techniques, algorithms, and data structures, while the second half covers memory management, compile-time programming, multithreading, and coroutines.
Covering so many topics in a 500 pages book has the advantage of giving a good general idea of what optimizing code means, how to do so in C++20, and what to be aware of. The downside is that the surface is barely scratched: there are books on algorithms or concurrent programming alone that are longer than this entire book.
I was mostly interested in the second half of the book, which has a chapter on memory management that I really wanted to read. I can't say that thanks to this book I now have an in-depth knowledge of how the OS manages memory, but I still learned a lot and I am glad I bought it. A special mention goes to the compile-time programming and multithreading chapters, they are very well done.
Finally, a small negative note: the coroutines' chapters, especially the one on asynchronous programming, are quite cryptic compared to the rest of the book. Coroutines are not fully supported in the standard library yet, so even their basic usage is very complex, and at the end of the aforementioned chapters, I felt like I didn't learn that much. I would have preferred a greater focus on other topics, leaving coroutines for a future edition, when they'll be properly supported."
"C++ High Performance: Master the art of optimizing the functioning of your C++ code, 2nd Edition",Pedro Oliveira,4.0 out of 5 stars,Loved it,Reviewed in Spain on 2 June 2022,"The only thing I believe these types of books miss is a proper application. It's easy and good to explain performance and efficiency with simple examples but, at the end of the day, we are not just writing a sorting algorithm."
"C++ High Performance: Master the art of optimizing the functioning of your C++ code, 2nd Edition",Young Darcy,5.0 out of 5 stars,An Excellent Summary of Modern C++ Features (and how to use them efficiently),Reviewed in Australia on 13 June 2021,"I'm nearly halfway through this book and I rate it very highly.
You'll need prior C++ experience as the authors dive right in - this is terrific for experienced coders as there is little or no wasted space on trivia.
It's a bit hard to try out all the features as many compilers haven't caught up yet (June 2021) but the explanations are very clear.
In addition, I find that the teaching style is very good. I've read several C++ books where it is difficult to read, say, chapter 10 because the examples all expect you know what's in the examples in chapters 7, 8 and 9 (ie they just expand on examples form earlier chapters). In this book I find the examples nicely self-contained."
"Modern C++ Programming Cookbook: Master C++ core language and standard library features, with over 100 recipes, updated to C++20, 2nd Edition",User0910,4.0 out of 5 stars,Un introduction réjouissante aux principales évolutions du langage depuis C++11,Reviewed in France on 8 May 2021,"Le livre s'adresse à un public un peu particulier, ayant connaissance du C++11 (certains de ses concepts de base comme la move sementic n'y sont tout simplement pas expliqués), mais ayant une connaissance beaucoup plus vague des consolidations et des apports successifs des standards ultérieurs (C++14/17/20), et en quête de bonnes pratiques.
Lorsque l'on tombe dans cette catégorie, le livre est vraiment très agréable à parcourir. Chacune des recettes met concrètement et simplement en lumière un apport récent du langage et explique comment l'utiliser au mieux. C'est vraiment très simple, et en même temps jouissif, les apports récents fait au langage étant vraiment fondamentaux et puissant (il suffit de voir comment un simple ""constexpr if"" anéanti instantanément des années de template metaprogramming absolument néfaste).
Ensuite, on ne va pas se mentir, ce livre ne gagnera jamais de prix pour son style ni même pour sa pédagogie -- l'auteur est parfois un peu court d'explication, notamment au chapitre sur les threads je trouve. L'auteur se contente de rendre fidèlement les évolutions du langages et les bonnes pratiques en vigueur. L'intérêt du livre est au fond intimement lié à celui du langage, et c'est déjà bien."
"Modern C++ Programming Cookbook: Master C++ core language and standard library features, with over 100 recipes, updated to C++20, 2nd Edition",David L. Cauz,4.0 out of 5 stars,A solid C++ book,Reviewed in Canada on 31 March 2021,"He has a very clear, easy to understand writtng style. The book covers a lot of material."
"Modern C++ Programming Cookbook: Master C++ core language and standard library features, with over 100 recipes, updated to C++20, 2nd Edition",AlGrenadine,5.0 out of 5 stars,What an excellent book!,Reviewed in France on 15 August 2021,"I loved reading this book. It's clear, very exhaustive, and got me updated to the new c++20 ways of coding.
And the very practical index makes it a reference for future needs.
I'll definitely try to force my coworkers to buy and read it ^^"
